BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CS,CX,CY,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LEYEX,LEYEY,LEYEZ,LPCX,LPCY,LPD,LPOGV,LPOGX,LPOGY,LPS,LPUPILD,LPUPILV,LPV,REYEX,REYEY,REYEZ,RPCX,RPCY,RPD,RPOGV,RPOGX,RPOGY,RPS,RPUPILD,RPUPILV,RPV,participant_id,question_id,part,is_valid,AOI
0.0,0,8,1,0.48693,0.60121,0,0.79323,0.86481,0.23313,319,103.88533,1,0.48163,0.616,-0.00322,0.08362,0.65975,0.48791,0.08254,15.93765,1,0.52977,0.65821,1.1634,0.00336,1,1,0.06029,0.07188,0.67117,0.73564,0.14605,16.45386,1,0.44408,0.5442,1.18038,0.00346,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.48065,0.6342,0,0.79323,0.86481,0.24136,319,103.88533,1,0.4816,0.61649,-0.00322,0.08362,0.65975,0.48796,0.08264,15.88659,1,0.53021,0.68624,1.17124,0.00334,1,1,0.06029,0.07188,0.67117,0.73572,0.14606,16.56637,1,0.43108,0.58215,1.18821,0.00347,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.48064,0.63431,0,0.7599,0.8537,0.24627,319,103.88533,1,0.48158,0.61696,-0.00318,0.08133,0.64167,0.48794,0.08272,15.81068,1,0.53022,0.68635,1.17095,0.00325,1,1,0.06038,0.07194,0.6722,0.73563,0.14603,16.40356,1,0.43105,0.58226,1.18792,0.00345,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.47344,0.58648,0,0.7599,0.8537,0.2534,319,103.88533,1,0.48137,0.61618,-0.00318,0.08133,0.64167,0.48796,0.08275,15.7006,1,0.52785,0.65881,1.1798,0.00338,1,1,0.06038,0.07194,0.6722,0.73544,0.14607,16.95819,1,0.41904,0.51415,1.1798,0.00339,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.46581,0.59304,0,0.7599,0.8537,0.25961,319,103.88533,1,0.48098,0.6156,-0.00318,0.08133,0.64167,0.48784,0.08269,15.7893,1,0.51647,0.65946,1.17167,0.00334,1,1,0.06038,0.07194,0.6722,0.73549,0.14612,16.68223,1,0.41516,0.52663,1.17167,0.00341,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.46543,0.59504,0,0.7599,0.8537,0.26595,319,103.88533,1,0.4806,0.6151,-0.00332,0.08384,0.6615,0.48744,0.08261,15.43554,1,0.51647,0.65946,1.17167,0.00336,1,1,0.05917,0.07051,0.65927,0.73549,0.14617,16.70347,1,0.4144,0.53062,1.16269,0.00341,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.46125,0.61798,0,0.7599,0.8537,0.27262,319,103.88533,1,0.48014,0.61517,-0.00332,0.08384,0.6615,0.48745,0.08265,15.54682,1,0.5145,0.70255,1.17081,0.00333,1,1,0.05917,0.07051,0.65927,0.7353,0.1461,16.58461,1,0.40799,0.5334,1.16182,0.00337,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.48417,0.61842,0,0.75781,0.85278,0.28015,319,103.88533,1,0.48023,0.61524,-0.00332,0.08384,0.6615,0.48736,0.08275,15.98793,1,0.53666,0.72414,1.16995,0.00331,1,1,0.05917,0.07051,0.65927,0.73519,0.14595,16.57941,1,0.43168,0.5127,1.16096,0.00338,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.48412,0.61696,0,0.75781,0.85278,0.28625,319,103.88533,1,0.48032,0.61528,-0.00344,0.08563,0.67558,0.48723,0.08239,15.79432,1,0.53653,0.72135,1.17823,0.00323,1,1,0.05686,0.06782,0.63411,0.73509,0.14616,16.91752,1,0.43171,0.51257,1.16125,0.0034,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
0.0,0,8,1,0.48548,0.62144,0,0.75781,0.85278,0.29308,319,103.88533,1,0.48044,0.61542,-0.00344,0.08563,0.67558,0.48718,0.08264,15.98594,1,0.52243,0.71202,1.17039,0.00331,1,1,0.05686,0.06782,0.63411,0.73519,0.14611,16.30668,1,0.44852,0.53086,1.1624,0.00342,1,1,participant_22,question_2,Timer-Correct,True,Answer_Area
